STATE,DISTRICT,STATION,LAT,LON,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
West Bengal,South Twenty Four Parganas,Gangasagar,21.74483,88.099278,27.3,2026-09-18,00:00:00,,,,2026-09-18 00:16:47,,,,,,,,,,,,,,,,,,,,
West Bengal,South Twenty Four Parganas,Nimpith,22.1667,88.45,26.7,2026-09-18,00:00:00,100.0,2026-09-17,00:00:00,2026-09-18 00:16:47,31.850000000000023,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
West Bengal,South Twenty Four Parganas,Ramkrishna Mission College,22.4417,88.3982,26.1,2026-09-18,00:00:00,,,,2026-09-18 00:16:47,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2026-09-18 00:16:47,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2026-09-18 00:16:47,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2026-09-18 00:16:47,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2026-09-18 00:16:47,,,,,,,,,,,,,,,,,,,,
Andaman And Nicobar,Nicobar,Campbell Bay,7.0076,93.9048,23.5,2026-09-18,00:30:00,98.0,2026-09-17,00:30:00,2026-09-18 00:44:19,25.25,Zone 3,54.88,Zone 5,24.76,Zone 3,50.18,Zone 5,30.99,Zone 4,60.34,Zone 5,37.63,Zone 5,63.01,Zone 5,54.88,Zone 5,65.07,Zone 5
Andaman And Nicobar,Nicobar,Car Nicobar,9.1573,92.7581,25.7,2026-09-18,00:15:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Andaman And Nicobar,Nicobar,Nancowry,7.9768,93.5509,40.4,2026-09-18,00:15:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Andaman And Nicobar,N M Andaman,Mayabunder,12.8755,92.8922,25.7,2026-09-17,23:45:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Andaman And Nicobar,South Andaman,Ferrargunj,11.7206,92.6542,25.6,2026-09-18,00:30:00,82.0,2026-09-17,00:30:00,2026-09-18 00:44:19,27.55000000000001,Zone 4,54.96,Zone 5,26.77,Zone 4,50.3,Zone 5,32.93,Zone 4,60.37,Zone 5,38.56,Zone 4,63.02,Zone 5,54.96,Zone 5,65.09,Zone 5
Andaman And Nicobar,South Andaman,Hut Bay,10.5962,92.5364,25.2,2026-09-18,00:30:00,99.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.25,Zone 4,60.7,Zone 5,27.14,Zone 4,59.58,Zone 5,34.22,Zone 4,62.78,Zone 5,50.32,Zone 5,65.12,Zone 5,60.7,Zone 5,66.93,Zone 5
Andaman And Nicobar,South Andaman,Shaheed Dweep,11.6562,92.7432,25.7,2026-09-18,00:30:00,99.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.350000000000023,Zone 4,61.57,Zone 5,28.13,Zone 4,60.48,Zone 5,35.43,Zone 4,63.54,Zone 5,54.56,Zone 5,65.79,Zone 5,61.57,Zone 5,67.51,Zone 5
Andaman And Nicobar,South Andaman,Sri Vijaya Puram Aws400,11.0,92.744,25.4,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.75,Zone 4,61.78,Zone 5,28.23,Zone 4,60.7,Zone 5,35.61,Zone 4,63.73,Zone 5,55.54,Zone 5,65.94,Zone 5,61.78,Zone 5,67.65,Zone 5
Andaman And Nicobar,South Andaman,Swaraj Deep,12.0124,92.9824,25.5,2026-09-18,00:30:00,87.0,2026-09-17,00:30:00,2026-09-18 00:44:19,27.850000000000023,Zone 4,59.01,Zone 5,27.13,Zone 4,54.8,Zone 5,33.58,Zone 4,61.32,Zone 5,42.29,Zone 5,63.85,Zone 5,59.01,Zone 5,65.82,Zone 5
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley,18.32,82.87,22.3,2026-09-18,00:30:00,97.0,2026-09-17,00:30:00,2026-09-18 00:44:19,23.950000000000045,Zone 3,47.16,Zone 5,23.62,Zone 3,42.49,Zone 5,29.16,Zone 4,57.92,Zone 5,34.79,Zone 4,61.58,Zone 5,47.16,Zone 5,63.81,Zone 5
Andhra Pradesh,Alluri Sitharama Raju,Chintapalli Amfu,17.895,82.3417,21.9,2026-09-18,00:00:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Pandirimamidi Hrs,17.4252,81.7905,26.7,2026-09-18,00:30:00,82.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.55000000000001,Zone 4,59.56,Zone 5,28.46,Zone 4,56.94,Zone 5,34.89,Zone 4,61.8,Zone 5,44.82,Zone 5,64.27,Zone 5,59.56,Zone 5,66.18,Zone 5
Andhra Pradesh,Anakapalli,Yellamanchilli Vskp,17.5709,82.8535,26.2,2026-09-17,23:45:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Anantapur,Kh Govtdegcollege Dharmavaram,14.4308,77.7065,26.7,2026-09-18,00:30:00,92.0,2026-09-17,00:30:00,2026-09-18 00:44:19,30.650000000000034,Zone 4,61.81,Zone 5,29.49,Zone 4,60.73,Zone 5,36.66,Zone 4,63.75,Zone 5,55.67,Zone 5,65.97,Zone 5,61.81,Zone 5,67.67,Zone 5
Andhra Pradesh,Bapatla,Bapatla Aws400,15.919,80.4838,28.8,2026-09-18,00:30:00,90.0,2026-09-17,00:30:00,2026-09-18 00:44:19,35.75,Zone 4,65.71,Zone 5,35.55,Zone 4,64.76,Zone 5,56.92,Zone 5,67.17,Zone 5,62.76,Zone 5,68.92,Zone 5,65.71,Zone 5,71.78,Zone 6
Andhra Pradesh,Bapatla,Chirala,15.8295,80.3803,28.4,2026-09-18,00:30:00,79.0,2026-09-17,00:30:00,2026-09-18 00:44:19,32.55000000000001,Zone 4,62.17,Zone 5,32.05,Zone 4,61.1,Zone 5,38.89,Zone 4,64.07,Zone 5,57.26,Zone 5,66.24,Zone 5,62.17,Zone 5,67.91,Zone 5
Andhra Pradesh,Eluru,Vijayarai,16.63,81.04,26.1,2026-09-18,00:30:00,73.0,2026-09-17,00:30:00,2026-09-18 00:44:19,27.75,Zone 4,49.95,Zone 5,26.93,Zone 4,45.21,Zone 5,32.73,Zone 4,59.3,Zone 5,38.01,Zone 4,62.09,Zone 5,49.95,Zone 5,64.27,Zone 5
Andhra Pradesh,Kakinada,Kakinada,16.96,82.23,27.9,2026-09-18,00:30:00,88.0,2026-09-17,00:30:00,2026-09-18 00:44:19,32.85000000000002,Zone 4,63.49,Zone 5,32.36,Zone 4,62.46,Zone 5,43.78,Zone 5,65.22,Zone 5,60.1,Zone 5,67.24,Zone 5,63.49,Zone 5,68.79,Zone 5
Andhra Pradesh,Kakinada,Peddapuram,17.0717,82.165,26.8,2026-09-18,00:30:00,99.0,2026-09-17,00:30:00,2026-09-18 00:44:19,31.950000000000045,Zone 4,64.24,Zone 5,31.62,Zone 4,63.22,Zone 5,48.18,Zone 5,65.87,Zone 5,60.99,Zone 5,67.8,Zone 5,64.24,Zone 5,69.28,Zone 5
Andhra Pradesh,Konaseema,Ambajipeta Arg,16.6,81.94,27.9,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,36.05000000000001,Zone 5,66.26,Zone 5,34.81,Zone 4,65.32,Zone 5,59.24,Zone 5,67.65,Zone 5,63.42,Zone 5,69.34,Zone 5,66.26,Zone 5,72.76,Zone 6
Andhra Pradesh,Konaseema,Ambajipeta Aws,16.602,81.9448,27.8,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,35.05000000000001,Zone 5,66.26,Zone 5,34.81,Zone 4,65.32,Zone 5,59.24,Zone 5,67.65,Zone 5,63.42,Zone 5,69.34,Zone 5,66.26,Zone 5,72.76,Zone 6
Andhra Pradesh,Krishna,Kv Gopalnagar Machilipatnam,16.1983,81.1258,29.8,2026-09-18,00:30:00,97.0,2026-09-17,00:30:00,2026-09-18 00:44:19,55.75,Zone 5,69.2,Zone 5,55.67,Zone 5,68.4,Zone 5,63.62,Zone 5,71.22,Zone 6,66.96,Zone 5,74.69,Zone 6,69.2,Zone 5,78.13,Zone 6
Andhra Pradesh,Ntr,Mylavaram College Of  Engineer,16.751,80.6327,26.7,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,31.850000000000023,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
Andhra Pradesh,Prakasam,Cs Puram,15.1627,79.2892,25.4,2026-09-18,00:30:00,92.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.05000000000001,Zone 4,60.09,Zone 5,27.52,Zone 4,58.87,Zone 5,34.3,Zone 4,62.25,Zone 5,47.37,Zone 5,64.67,Zone 5,60.09,Zone 5,66.53,Zone 5
Andhra Pradesh,Srikakulam,Nagaralapeta Kalingapatnam,18.3334,84.1163,27.2,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,33.25,Zone 4,64.46,Zone 5,31.79,Zone 4,63.45,Zone 5,49.51,Zone 5,66.07,Zone 5,61.26,Zone 5,67.97,Zone 5,64.46,Zone 5,69.54,Zone 6
Andhra Pradesh,Srikakulam,Ragolu,18.4101,83.903,26.2,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,30.55000000000001,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Andhra Pradesh,Sri Potti Sriramulu Nellore,Podalakur,14.3759,79.7347,28.8,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Visakhapatnam,Anandapuram Arg,17.89,83.37,25.4,2026-09-18,00:30:00,91.0,2026-09-17,00:30:00,2026-09-18 00:44:19,27.950000000000045,Zone 4,59.88,Zone 5,27.44,Zone 4,58.1,Zone 5,34.15,Zone 4,62.07,Zone 5,46.33,Zone 5,64.51,Zone 5,59.88,Zone 5,66.39,Zone 5
Andhra Pradesh,Visakhapatnam,Gangavaram Port,17.6247,83.2283,27.3,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,33.55000000000001,Zone 4,65.36,Zone 5,33.22,Zone 4,64.38,Zone 5,54.9,Zone 5,66.86,Zone 5,62.33,Zone 5,68.65,Zone 5,65.36,Zone 5,71.14,Zone 6
Andhra Pradesh,Vizianagaram,Bobbili,18.57,83.35,27.0,2026-09-18,00:30:00,98.0,2026-09-17,00:30:00,2026-09-18 00:44:19,32.35000000000002,Zone 4,64.02,Zone 5,31.46,Zone 4,63.0,Zone 5,46.86,Zone 5,65.68,Zone 5,60.73,Zone 5,67.64,Zone 5,64.02,Zone 5,69.14,Zone 5
Andhra Pradesh,Vizianagaram,Vizianagaram,18.1417,83.415,27.5,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,34.150000000000034,Zone 4,65.36,Zone 5,33.22,Zone 4,64.38,Zone 5,54.9,Zone 5,66.86,Zone 5,62.33,Zone 5,68.65,Zone 5,65.36,Zone 5,71.14,Zone 6
Andhra Pradesh,West Godavari,Bhimavaram,,,,,,99.0,2026-09-17,00:30:00,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,West Godavari,Kv Gopannapalem Eluru,16.7687,81.1191,26.7,2026-09-18,00:30:00,56.0,2026-09-17,00:30:00,2026-09-18 00:44:19,27.350000000000023,Zone 4,40.68,Zone 4,26.54,Zone 4,39.6,Zone 4,31.65,Zone 4,48.85,Zone 5,36.29,Zone 4,59.57,Zone 5,40.68,Zone 4,62.04,Zone 5
Andhra Pradesh,West Godavari,Maruteru,16.6467,81.7633,29.8,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,West Godavari,Narsapur,16.4365,81.6944,28.5,2026-09-18,00:15:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Changlang,Miao,27.4821,96.1978,24.1,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,26.350000000000023,Zone 4,59.15,Zone 5,25.42,Zone 4,55.33,Zone 5,32.18,Zone 4,61.44,Zone 5,42.93,Zone 5,63.96,Zone 5,59.15,Zone 5,65.91,Zone 5
Arunachal Pradesh,East Kameng,Seppa Pampoli,27.3178,93.0042,30.4,2026-09-18,00:30:00,92.0,2026-09-17,00:30:00,2026-09-18 00:44:19,54.75,Zone 5,68.87,Zone 5,53.16,Zone 5,68.06,Zone 5,63.13,Zone 5,70.62,Zone 6,66.56,Zone 5,74.09,Zone 6,68.87,Zone 5,77.53,Zone 6
Arunachal Pradesh,East Siang,Pashighat,28.0695,95.3323,25.3,2026-09-18,00:30:00,94.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.05000000000001,Zone 4,60.52,Zone 5,27.68,Zone 4,59.4,Zone 5,34.6,Zone 4,62.63,Zone 5,49.45,Zone 5,64.99,Zone 5,60.52,Zone 5,66.82,Zone 5
Arunachal Pradesh,Kamle,Raga,27.7923,94.0753,20.5,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,22.05000000000001,Zone 3,36.83,Zone 5,21.41,Zone 3,35.41,Zone 4,26.35,Zone 4,48.28,Zone 5,31.64,Zone 4,59.46,Zone 5,36.83,Zone 5,61.94,Zone 5
Arunachal Pradesh,Kurung Kumey,Koloraing,27.8989,93.352,20.8,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,22.350000000000023,Zone 3,39.6,Zone 5,22.01,Zone 3,36.25,Zone 4,27.05,Zone 4,51.26,Zone 5,32.45,Zone 4,60.09,Zone 5,39.6,Zone 5,62.5,Zone 5
Arunachal Pradesh,Kurung Kumey,Nyapin,27.7481,93.3892,22.5,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,24.25,Zone 3,49.49,Zone 5,23.74,Zone 3,44.71,Zone 5,29.39,Zone 4,59.19,Zone 5,35.14,Zone 4,62.0,Zone 5,49.49,Zone 5,64.19,Zone 5
Arunachal Pradesh,Kurung Kumey,Nyapin,27.7505,93.3989,21.1,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,22.75,Zone 3,39.6,Zone 5,22.01,Zone 3,36.25,Zone 4,27.05,Zone 4,51.26,Zone 5,32.45,Zone 4,60.09,Zone 5,39.6,Zone 5,62.5,Zone 5
Arunachal Pradesh,Leparada,Basar,27.995,94.704,21.8,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,23.55000000000001,Zone 3,46.01,Zone 5,23.18,Zone 3,41.41,Zone 5,28.57,Zone 4,57.02,Zone 5,34.19,Zone 4,61.36,Zone 5,46.01,Zone 5,63.62,Zone 5
Arunachal Pradesh,Longding,Longding,27.0243,95.1844,24.1,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Longding,Longding New,26.8863,95.3257,22.4,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,24.150000000000034,Zone 3,49.49,Zone 5,23.74,Zone 3,44.71,Zone 5,29.39,Zone 4,59.19,Zone 5,35.14,Zone 4,62.0,Zone 5,49.49,Zone 5,64.19,Zone 5
Arunachal Pradesh,Lower Siang,Kangku,27.5767,94.4999,24.6,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,27.25,Zone 4,60.03,Zone 5,26.29,Zone 4,58.62,Zone 5,33.24,Zone 4,62.19,Zone 5,47.04,Zone 5,64.61,Zone 5,60.03,Zone 5,66.49,Zone 5
Arunachal Pradesh,Lower Subansiri,Deed,27.5937,93.5671,19.7,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,21.150000000000034,Zone 3,34.98,Zone 4,20.17,Zone 3,33.84,Zone 4,25.12,Zone 3,42.59,Zone 5,30.14,Zone 4,56.08,Zone 5,34.98,Zone 4,60.84,Zone 5
Arunachal Pradesh,Lower Subansiri,Yachuli,27.46,93.7669,21.5,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Lower Subansiri,Ziro Manipolyang,27.5298,93.8385,16.0,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,16.55000000000001,Zone 3,30.15,Zone 4,15.63,Zone 3,29.32,Zone 4,22.27,Zone 3,33.6,Zone 4,25.79,Zone 4,39.36,Zone 5,30.15,Zone 4,51.58,Zone 5
Arunachal Pradesh,Namsai,Namsai Kvk,27.7804,95.9747,23.7,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,25.650000000000034,Zone 4,56.39,Zone 5,24.83,Zone 3,51.81,Zone 5,31.19,Zone 4,60.68,Zone 5,39.18,Zone 5,63.3,Zone 5,56.39,Zone 5,65.33,Zone 5
Arunachal Pradesh,Papumpare,Itanagar,27.076,93.6043,24.3,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,26.650000000000034,Zone 4,60.03,Zone 5,26.29,Zone 4,58.62,Zone 5,33.24,Zone 4,62.19,Zone 5,47.04,Zone 5,64.61,Zone 5,60.03,Zone 5,66.49,Zone 5
Arunachal Pradesh,Papumpare,Yupia,27.1389,93.7169,25.4,2026-09-18,00:30:00,61.0,2026-09-17,00:30:00,2026-09-18 00:44:19,25.950000000000045,Zone 4,39.94,Zone 4,25.54,Zone 4,38.85,Zone 4,30.75,Zone 4,48.05,Zone 5,35.47,Zone 4,59.4,Zone 5,39.94,Zone 4,61.89,Zone 5
Arunachal Pradesh,Siang,Pangin Circle,28.2162,94.9955,22.4,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,24.150000000000034,Zone 3,49.49,Zone 5,23.74,Zone 3,44.71,Zone 5,29.39,Zone 4,59.19,Zone 5,35.14,Zone 4,62.0,Zone 5,49.49,Zone 5,64.19,Zone 5
Arunachal Pradesh,Tirap,Deomali,27.1919,95.4636,23.7,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,25.650000000000034,Zone 4,56.39,Zone 5,24.83,Zone 3,51.81,Zone 5,31.19,Zone 4,60.68,Zone 5,39.18,Zone 5,63.3,Zone 5,56.39,Zone 5,65.33,Zone 5
Arunachal Pradesh,Tirap,Longding,26.8869,95.3219,22.2,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Upper Siang,Yingkiong,28.64,95.0228,23.2,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Upper Subhanseri,Daporijo,27.9883,94.22,25.0,2026-09-18,00:30:00,95.0,2026-09-17,00:30:00,2026-09-18 00:44:19,27.55000000000001,Zone 4,59.87,Zone 5,26.84,Zone 4,58.06,Zone 5,33.64,Zone 4,62.06,Zone 5,46.28,Zone 5,64.5,Zone 5,59.87,Zone 5,66.38,Zone 5
Arunachal Pradesh,West Kameng,Bomdila,27.2645,92.4159,17.1,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,West Kameng,Dirang,27.36,92.2439,21.4,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,23.05000000000001,Zone 3,42.68,Zone 5,22.6,Zone 3,38.42,Zone 5,27.79,Zone 4,54.2,Zone 5,33.3,Zone 4,60.72,Zone 5,42.68,Zone 5,63.06,Zone 5
Arunachal Pradesh,West Kameng,Dirang,27.3813,92.2319,19.2,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,20.55000000000001,Zone 3,34.2,Zone 4,19.54,Zone 3,33.11,Zone 4,24.73,Zone 3,40.0,Zone 5,29.44,Zone 4,53.66,Zone 5,34.2,Zone 4,60.29,Zone 5
Arunachal Pradesh,West Kameng,Kalaktang,27.1042,92.1205,19.5,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,20.850000000000023,Zone 3,34.98,Zone 4,20.17,Zone 3,33.84,Zone 4,25.12,Zone 3,42.59,Zone 5,30.14,Zone 4,56.08,Zone 5,34.98,Zone 4,60.84,Zone 5
Arunachal Pradesh,West Siang,Along,28.2028,94.8025,24.1,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,26.350000000000023,Zone 4,59.15,Zone 5,25.42,Zone 4,55.33,Zone 5,32.18,Zone 4,61.44,Zone 5,42.93,Zone 5,63.96,Zone 5,59.15,Zone 5,65.91,Zone 5
Arunachal Pradesh,West Siang,Yomcha,28.1297,94.5716,21.8,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,23.55000000000001,Zone 3,46.01,Zone 5,23.18,Zone 3,41.41,Zone 5,28.57,Zone 4,57.02,Zone 5,34.19,Zone 4,61.36,Zone 5,46.01,Zone 5,63.62,Zone 5
Assam,Barpeta,Bajali University,26.5045,91.1854,25.8,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.650000000000034,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Assam,Barpeta,Barpeta,26.4689,90.9,25.8,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.650000000000034,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Assam,Barpeta,Barpeta Kvk,26.4421,90.9824,26.3,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,30.850000000000023,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
Assam,Charaideo,Sonari Aegcl,27.0309,95.0531,25.3,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.55000000000001,Zone 4,61.78,Zone 5,28.23,Zone 4,60.7,Zone 5,35.61,Zone 4,63.73,Zone 5,55.54,Zone 5,65.94,Zone 5,61.78,Zone 5,67.65,Zone 5
Assam,Chirang,Bijni,26.42,90.7,25.8,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.650000000000034,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Assam,Chirang,Chirang,26.5296,90.5018,25.7,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Assam,Chirang,Kajalgaon,26.5225,90.4997,25.7,2026-09-18,00:30:00,93.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.75,Zone 4,60.31,Zone 5,27.6,Zone 4,59.19,Zone 5,34.45,Zone 4,62.44,Zone 5,48.41,Zone 5,64.83,Zone 5,60.31,Zone 5,66.67,Zone 5
Assam,Darrang,Dalgaon,26.5689,92.1958,25.6,2026-09-18,00:30:00,88.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.05000000000001,Zone 4,59.23,Zone 5,27.2,Zone 4,55.65,Zone 5,33.72,Zone 4,61.51,Zone 5,43.28,Zone 5,64.02,Zone 5,59.23,Zone 5,65.96,Zone 5
Assam,Darrang,Garukhuti,26.3184,91.8986,25.7,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Assam,Darrang,Mangaldai,26.4328,92.0283,24.1,2026-09-18,00:30:00,89.0,2026-09-17,00:30:00,2026-09-18 00:44:19,25.650000000000034,Zone 4,51.0,Zone 5,24.97,Zone 3,46.21,Zone 5,31.01,Zone 4,59.51,Zone 5,36.64,Zone 4,62.28,Zone 5,51.0,Zone 5,64.43,Zone 5
Assam,Dhemaji,Silapathar Science College,27.6071,94.7327,25.0,2026-09-18,00:15:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Assam,Dhubri,Agomani,26.1969,89.7902,26.3,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Assam,Dhubri,Bn College,26.024,89.9697,26.6,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,31.55000000000001,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
Assam,Dhubri,Gauripur Aegcl,26.094,89.9854,26.3,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,Bcpl Dibrugarh,,,,,,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,Dc Ofc Dibrugarh,27.4667,94.9116,24.4,2026-09-18,00:00:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Assam,Dima Hasao,Haflong Aegcl,25.191,93.0181,22.6,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,24.350000000000023,Zone 3,49.49,Zone 5,23.74,Zone 3,44.71,Zone 5,29.39,Zone 4,59.19,Zone 5,35.14,Zone 4,62.0,Zone 5,49.49,Zone 5,64.19,Zone 5
Assam,Dima Hasao,Lkhep,25.6657,92.7825,24.9,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,27.75,Zone 4,60.9,Zone 5,27.22,Zone 4,59.79,Zone 5,34.38,Zone 4,62.96,Zone 5,51.33,Zone 5,65.28,Zone 5,60.9,Zone 5,67.07,Zone 5
Assam,Goalpara,Agia Aegcl,,,,,,66.0,2026-09-17,00:30:00,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Assam,Goalpara,Goalpara,26.1594,90.6292,25.5,2026-09-18,00:30:00,96.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.650000000000034,Zone 4,60.94,Zone 5,27.86,Zone 4,59.84,Zone 5,34.92,Zone 4,62.99,Zone 5,51.53,Zone 5,65.31,Zone 5,60.94,Zone 5,67.1,Zone 5
